date,liquidity,Daily_Return,volume,volatility
1514851200000,5246117.25300153,0.0017025090206816973,149535140.0,481.91999999999825
1514937600000,3867827.53791669,0.002570247173812712,165492764.0,1141.9100000000035
1515024000000,-3280198.72038911,-0.004026143221718348,221699935.0,793.5799999999945
1515110400000,-1741268.04690558,-0.005349743722308342,156615075.0,774.4599999999991
1515369600000,-8288410.88109905,-0.0012519619088177114,173356696.0,509.5500000000029
1515456000000,5492303.51754253,0.002234425254040495,204138679.0,318.18999999999505
1515542400000,4631422.82971463,0.00626799105191056,483823776.0,576.6800000000003
1515628800000,-2965062.91599731,-0.00794083131155121,394137494.0,726.239999999998
1515715200000,-3782281.40066092,-0.0026199781676786715,165477368.0,508.3799999999974
1515974400000,-1699227.12590464,-0.006737719622223359,190322679.0,616.8899999999994
1516060800000,-3383127.04032814,-0.004511488489188142,252829182.0,618.6599999999962
1516147200000,553337764.706167,3.1351281257752106e-05,286109718.0,874.5900000000038
1516233600000,135142040.907951,0.00015875131827636224,351511673.0,612.8199999999997
1516320000000,-6901035.7011507,-0.002414007927903361,273310408.0,446.3099999999977
1516579200000,-2693318.65707335,-0.006753266019730808,297970695.0,618.8600000000006
1516665600000,-8973359.66356168,-0.0023966650184759075,350591429.0,295.4099999999962
1516752000000,-18400836.3485497,-0.000999274213067447,298508685.0,327.0699999999997
1516838400000,11650807.6858579,0.0014434411663379887,273902646.0,485.8799999999974
1516924800000,1399864.3641324,0.012974843315479045,294048512.0,969.7799999999988
1517184000000,1035400.41154579,0.021171281540409925,356086748.0,2073.0099999999948
1517270400000,32067348.8398142,0.0006740483163749644,358365948.0,1014.6500000000015
1517356800000,4443119.31902837,0.0041808439887900395,311070449.0,597.7900000000009
1517443200000,2043239.66885801,0.0102554144599043,352428065.0,1208.4599999999991
1517529600000,853724.726197626,0.027017666852144462,388930345.0,2331.090000000004
1517788800000,1530896.11967395,0.013064321558303504,344877805.0,1651.3300000000017
1517875200000,-2447322.03981981,-0.008951868151378717,394978885.0,1796.219999999994
1517961600000,5393268.66631135,0.004427596803358247,422386717.0,1039.2599999999948
1518048000000,1837594.07681959,0.01311333887392041,423498372.0,997.2299999999959
1518134400000,-4675481.96578282,-0.005411092900569292,453536815.0,603.1800000000003
1518393600000,-1106640.25933161,-0.01751840664147597,345834836.0,1419.9199999999983
1518480000000,-4950645.57426917,-0.0033202350889510734,290014631.0,869.8300000000017
1518566400000,-544870.791867684,-0.03583804639771815,339953185.0,2786.5
1518652800000,3626359.76889738,0.0069476275803699306,431973163.0,1713.9000000000015
1518739200000,3479732.51824922,0.007171382882545929,418589161.0,1126.4300000000003
1518998400000,1122769.88921902,0.013336894027459412,252542167.0,1365.3300000000017
1519084800000,-1722471.70133657,-0.01155496615788465,339590126.0,990.6699999999983
1519171200000,2821528.03698181,0.007753061683852591,377653502.0,1116.6500000000015
1519257600000,-2088605.41556433,-0.009543823722065747,342364072.0,1084.0699999999997
1519344000000,-7282577.02100491,-0.0026069779083806033,325704000.0,713.8400000000038
1519603200000,-5535951.11391605,-0.0026816441634893717,252237034.0,517.8400000000038
1519689600000,1447008.47097142,0.01203821545753292,294991171.0,1057.1800000000003
1519776000000,3015938.26046517,0.006939020592108491,358352512.0,1104.0599999999977
1519862400000,5270720.36461902,0.0030905000805270255,279533519.0,707.6900000000023
1519948800000,-6609815.12308183,-0.0028957528957529455,331702317.0,726.1600000000035
1520208000000,-589394.321973991,-0.022457727395335025,229746153.0,1767.2300000000032
1520294400000,3154849.64895987,0.00475233050074908,256985976.0,1521.7200000000012
1520380800000,24376257.6858345,0.0006217967244006584,258374802.0,953.3600000000006
1520467200000,-5239162.22396213,-0.004110582476736679,363146212.0,409.36999999999534
1520553600000,-32224594.3166444,-0.00042605345602486633,232956680.0,535.0499999999956
1520812800000,8187383.46290391,0.0018607245790815963,255955017.0,620.6500000000015
1520899200000,1696990.29883372,0.01131982396710085,324073277.0,880.4900000000052
1520985600000,6135138.4657673,0.003769515273666979,393684135.0,880.7400000000052
1521072000000,18644004.964019,0.0017684715345789304,563176380.0,745.4099999999962
1521158400000,163134766.898449,0.00021691070268392565,606969890.0,521.3300000000017
1521417600000,-4122649.00302299,-0.0034389069474155542,243925082.0,644.0800000000017
1521504000000,794895.582896927,0.018598120388783945,254507795.0,1199.260000000002
1521676800000,1336232.74157214,0.014519115464340038,335165788.0,2438.010000000002
1521763200000,8585664.94163078,0.004080180958455415,618790934.0,1181.739999999998
1522022400000,6903117.00353419,0.002241538433267465,274426416.0,629.010000000002
1522108800000,624947.468531103,0.023497566009184512,258706354.0,2124.4000000000015
1522195200000,-1554967.65310041,-0.01280858311166988,359934501.0,1478.4400000000023
1522281600000,2093051.47821319,0.011113320583201025,422650962.0,804.5999999999985
1522713600000,3124685.81751659,0.004800313830749747,271209217.0,996.489999999998
1522800000000,-721479.128448886,-0.020775575826538772,274259176.0,2733.770000000004
1522886400000,-6393454.09331948,-0.0021056282336721077,244003159.0,1276.1299999999974
1522972800000,-3532076.7305645,-0.0037929057419689993,241445173.0,1279.1399999999994
1523318400000,1357967.4118718,0.010275401116644378,245562034.0,835.3300000000017
1523404800000,-2858659.91094353,-0.0055046849399568165,277978521.0,660.6100000000006
1523491200000,-8687982.84447709,-0.0014530656609238468,225492431.0,696.6600000000035
1523577600000,-4111562.94404407,-0.0030017554011768643,218553732.0,577.1299999999974
